396124445309292544,"Woodland comfortably ahead and cruising. Frustration settings in for La Center. @LaRoyMcKenna commenting on Nic Nesbitt's muscular legs",TDNSchubert
396124445418336256,"@DAHEADLNR24 I'm not tryna go on no damn dollar date..",YouGoneLovett_
396124446064648192,"Temp: 70.9°F | Humidity: 59% |  Wind: --- @ 0.0 mph | Barometer: 30.03 in | Dewpoint: 55.9°F",thonotosassawx
396124445632241664,"November 🙈",Gvrrison_Smith
396124445900689409,"Wind 2.0 mph WNW. Barometer 29.619 in, Rising Rapidly. Temperature 50.7 °F. Rain today 0.63 in. Humidity 86%",whhillsweather
396124446085619712,"@AntSchembari thanksgiving 😁",jackie_burzo
396124446131761152,"11/01@00:00 - Temp 65.2F, WC 65.2F. Wind 3.6mph SSW, Gust 9.0mph. Bar 29.823in, Falling. Rain 0.00in. Hum 92%. UV 0.0. SolarRad 0.",NewarkWeather
396124445921648640,"#NoviembreYyoTodavía sin cumplir los propósitos de año nuevo!!",karlaaguilarh
396124445984575488,"@iJEVON h",Latinaaa_13
396124446022316032,"And there goes ambulance number 15 of the night 😒🚑🎃🚔👻🚨🚓 #happyhalloween",alexneutze
396124446421159936,"Get a job lol",so_nt_average
396124446471520256,"I called it",_Stubbayy1
396124446282362881,"Sick",DomZeeno
396124446660239361,"#first to say happy birthday to @miaavegaaa . Its finally not rape anymore😍😏 Happy birthday i love youu😍😍😍❤️❤️❤️❤️❤️❤️❤️❤️",MichaellVazquez
396124446601519104,"Happy 10-31-13 @ Passion Men's Club http://t.co/pFsfy5r8jO",Eric_allday17
396124446315933696,"@NopeCollege the last time phelps had a good meal the Jonas brothers were still popular. And it was a steak night",tbrushwyler
396124446760927232,"@iam_sinachi she still know who I be?",purityvictor
396124446970609664,"Dranks (at @FatBuddhaBar w/ 14 others) http://t.co/bL9TbkKPCE",CLworldtraveler
396124446781489152,"Temp: 68.4°F Wind:2.3mph Pressure: 29.835hpa Steady Rain Today 0.85in.",n5pa
396124447058694145,"Absolutely amazing!!! #Wake #Dolphins",_blakedavis_
396124447158972416,"♬ ALL HALLOW'S EVE at DNA Lounge starting now! http://t.co/eVQsPzswSE",dnalounge
396124447578804226,"Using the bath room 10 times outta 10 tay right next to me",Blow1hoe
396124446714380288,"@TheAlfredLuna that's true. say Martinez beats the Russian than that would make a bigger pocket if he fights canelo.",Frankdamac
396124447628742656,"My phone shattering into a billion pieces and now coming home to this... Should've just went out fawwwwk.",KathrinaMa3
396124447779733505,"Chagrin Ohio knows what's up.",GreenEyedRaver
396124447968882688,"Just what I was waiting for.... @djdistrakshun HAPPY BIRTHDAYYY! May God bless you always &amp; qe cumplas muchos muchos mass😁😁",_MrsRojas_
396124447695835136,"@Vindiktivez_AG @ItZM0NSTARR okay sounds good!",trevorcook42
396124447989432321,"I just wanna see my friends on Saturday 😁 it's been forever",tmt2011
396124448052363264,"Can you not 😒",daryl_johns
396124448203755520,"CP3 then fouls David lee on the other end n looks at the ref b says, now THATS A FOUL! lol",VerzatileFlows
396124448446619649,"Weeehhooooooo",miss_alexpham
396124448786767873,"@AxelMTG old school",KillaTR3V0R
396124448706674689,"Who all is skipping tomorrow I need to prove to my parents that a lot of people are #replytweet",T_Leenk44
396124448950345728,"These chicks so simple out here lol",_Dre_Sosa
396124448988102656,"They're your ex for a reason..talking about them won't make your next relationship workout too good either.",KaciNoelle
396124449071972352,"Curry💙💛",NickyRozayye
396124449239756800,"""Where you at?"" Haha ok if ur gonna booty call me don't be so obvious about it",anna_mckitrick
396124449046405120,"I be breaking niggaa hopes and dreams In FIFA 14 lmao 😂😂",ibra23_iq
396124449168060417,"Im such a loner tonight😂😁😤",EmilieAguirre
396124448308215809,"@RealSkipBayless if you have red hair you'll always be suspect...,",tricks9494
396124449675939840,"HAPPY BIRTHDAY @PLHUNZ AND @THEREALCRAZN HAVE AMAZING DAYS! 🎉🎉🎉🎉🎊🎊🎊🎊🎁🎁🎁🎁🎁🎎🎎🎎🎌🎈🎈🎈🎊🎉🎉🎊🎁🎁🎁🎊🎉🎉🎉🎉🎊",Marg_Patel
396124449654583297,"Wow amazing !!!!!! Lets go baby !!!!  On cloud 9 , time to get wrecked ! #PhinsUp !! 🐬🐬🐬",MikeAdelson13
396124449915015168,"Welp, hope everything goes well 2morrow",BsSoxPatsCelts
396124449692348416,"@SdotW13 @thelifefiles this is EVERYTHING! I hope my followers follow through with this. ❤️❤️",katedashh
396124450154090496,"Best month ever at my job #blessed and non stressed great feeling!!!!",njsnowflake_74
396124450191839232,"On the road on a short week is always tough. Need to forget it, rest up &amp; be ready for the Ravens in 10 days. #Bengals",MookieND
396124450036269056,"Wind 0.0 mph WNW. Barometer 30.02 in, Rising slowly. Temperature 58.8 °F. Rain today 0.00 in. Humidity 50%",DonaldPrice11
396124450460299264,"IT MAAAA BIRFFFFDAY MONTH! 🎉🎉🎉🎉🎉🎉 let's celebrate all month 😊",TailorNotTaylor
396124450195656704,"@Tone_Tone_2015 damn dude! I'm already going to a party one Saturday! Should have told me before my man",JuanBaja
396124450266955776,"@Ini_WitAnOuttie @NotCaeJones lol cool",_CarlyyyC_
396124450690969600,"U suk",daniellepacman
396124450308890624,"I also realized raiders are only stadium to play 2pac too short and icecube &amp; the whole coliseum will rap word for word each song #oakland",26DrDeath
396124450782867456,"COMMERCIAL FIRE | 1400 NE WYNOOSKI RD | 20:58:03 | #pdxtraffic",WashCo_FireMed
396124450938441728,"@sanorlou workin up a sweat huh",julesssn
396124450829393920,"The #Coyotes are my only shot of not making this night a complete disaster! :) that's somewhat odd to say.",shreddedbettor
396124450711539713,"Creo que me trague una mosca😭🐝",Paola_Vazquez4
396124451190095872,"Horror movie mistake number 1: locking yourself in a room.",Tynegove11
396124451265605632,"Ryan literally scared me. Hahahaha. Best night at work ever. #gorilla #goldielocks @ Findlay (East)… http://t.co/Rj26VkItZl",EmilieChurch
396124451118383104,"#Bengals You have got to be kidding me!!!",KDtheMD
396124451311734784,"I may be wicked stressed, but couldn't be more content with where my life is heading",WarrrenSmith
396124451164549120,"8"" Gauge ♥",IBe_MissinqYou
396124451106201600,"@Steven_Flick   I've seen it too often. But Fins showed some mental toughness. I won't be able to sleep. Will probably be in late.",dolphinslaxer
396124450644840448,"http://t.co/7KRo8tnWnb",napajayrosado
396124451466518528,"ya no quiero hablar mejor me duermo",Kareniracheta
396124452242849792,"I'll just keep telling myself to be patient.",teshaybe
396124452439990272,"@AP03ballin_KKB3 Halloween*^",ImmanuelWilder
396124452632920065,"Weeeeeeee , here's to getting work done.",TreeTozzi
396124451437178883,"Still not taking L's!",MyLilPony22
396124453232328705,"ตอนเด็กๆอยากเข้าไปอยู่ในตู้เย็น.. ตอนนี้อยู่ในที่ๆเย็นยิ่งกว่า..ที่ๆตู้เย็นยังอายอะ",Pim_BYExit_SwR
396124453035192320,"@Brock0104 Women gotta shave tho Lindsey, that's hell for us!!",Bukamania
396124453710856192,"Here kitty kitty... @ The Orpheum Theatre http://t.co/30M0d7tiO2",teacoup
396124453597241344,"Les dije que los pinches Delfines iban a ganar!!!",aleko08
396124453823721472,"I just wanna let the world know I'm probably Instagram famous and vine famous from all the things I was in for #boorito tonight",rachelfischbach
396124454000279552,"Got a big ol' long.... day tomorrow",HDrescher2
396124454096338944,"To the boy that gave me his America vest. God bless you",JillianHancin
396124454155452416,"If that's what you bout you can gtf",Nita2blessed
396124453866065920,"“@bradl3y2010: Does anyone else eat peanut butter with their fingers ?” You're one sick bastard",jessica5015
396124454587482112,"It's Halloween bitches !",MartiiBartii5
396124454700335105,"New twitter update is ugly lol.",JordanWaggoner
396124454519967745,"“@JustRuuuby: My tweets all over the place” tell me about it",PrettyAleese
396124454943617024,"Like i said, unexpected.",EstelaBlanca_
396124455422160896,"Rather yet, the most proudest NY Italian... And actually Italian unlike 70% of the Jersey Shore cast.",CUNTMAFIA
396124455174303745,"@mnbeutler just pulled someone's sacred thread thinking it was part of his costume..........",taylah_gang92
396124455468302336,"Wind 0.8 mph WSW. Barometer 1015.6 mb, Falling very rapidly. Temperature 58.5 F. Rain today 0.00 in. Humidity 94%",MadisonWeather3
396124455383990272,"I seriously can't take Lauren and Justin right now hahahahahahaha 😂😂😂😂😂😂",danakkay
396124455506038784,"Happy Halloween everyone.  Lets party !!!  Tipsy Crow!! (at @TheTipsyCrow w/ 4 others) http://t.co/ARN4KQRR6V",VDJBUGZ
396124455102971905,"@Kari_Nautique and happy holloween!!! Heres something for u why can't witches have babies?  Cause there boyfriend has holloweenies!!!! Lol",luckylou900
396124455585333248,"I GOT QUESO ON MY BEDSPREAD NO",melaniemetzman
396124455791230976,"@kenncaroline cause I'm right",grizzstraight44
396124455606317056,"@_duarturo no one had Cameron Wake... So I picked him up",trevJanesi_310
396124455887716352,"happy november, I can't sleep.",daniellllllle
396124456072273920,"Put a car selfie up tomorrow or put the pic of me and @Two_Can_Fran",julcaranci
396124455300112385,"@4for4_John I'm so glad Dalton lost. He played a crappy game and killed my team. Hey Andy, I lose, u lose. Enjoy buddy. #daltonstinks",pcjansen
396124456013144064,"Baby i just landed, you gon' pick me up?",JanieBryan
396124456080252928,"【極微小地震速報 USA NC】 2013/11/1 12:49:09 JST,  震源地 アメリカ合衆国 カリフォルニア ソノマガイザービル  付近,  MD0.6, TNT120g,  深さ7.3km,  http://t.co/YUYxtiPvoz",earthquake_us
396124456034127872,"Had a fun night at @aly_esqi 💕💕",mirdanielle
396124456349089792,"Me and the homie tomg22!! #Brother #Halloween #BangBang #Cards @ Magnolia Plantation Golf Club http://t.co/wRKv9LDTd8",FlashMosley2
396124456306737153,"You annoy me.",kaitlyncarollo
396124456126386176,"“@ArmorOGod: God loves each of us as if there were only one of us.  -St. Augustine” just quoted this 💁 @babybreaux_22",mirandaaloves
396124456386441217,"I may have stopped asking now, but I'm still gonna continue to ask later",alannae_
396124456600739840,"“@SaadUrkel: I have tears, coming down my eyes.” Aw y",khadijjaahh
396124456726581248,"When my friends ignore my snapchat &lt;&lt;&lt;&lt; #assholes",JThennessy
396124456885956608,"Working nights is so unhealthy for me, lol. We always have SO much food.. and we order Chinese.. Plus all the coffee. OMG.",ajreedxo
396124456617115648,"Oh hi !",SuiGenerisHaHa
396124456802070528,"Timberrrrrr @ Timber Mountain Log Ride http://t.co/xUQKHL2k9M",aksalter
396124456877572096,"@racz_mitch1 wanna do something this week",AnthonyGalla
396124457171189760,"@JoeFromBuff damnit. Ive been at work and totally forgot about the game",Nmorath89
396124457351532544,"@meganadriana  Happy🎂2U  Happy🎂2U Happy🎂deeaar Megan  Happy🎂2U Filled w🍰🍨🎉🎈🎐🎁👭👪👫 U r sweet beauteous smart athletic gr8 frd  💖U 2 th🌜n bac",BonnerVicki
396124457254653952,"I'm so loyal it ain't funny!!! 💯",U_HeartForevA_I
396124456919117824,"Tank is so fine man 😍😍😍",Lil__Kaci
396124456617140224,"@This_JiGaBoo fucc u",OfficialSiege
396124457476956160,"This kid literally just fell asleep within 30 seconds.",Pistol_016
396124457678671872,"Form Follows Function. #architecture #modernism #mies #formfollowsfunction @ The Malt House http://t.co/TVc5tS2LeB",kbookatz
396124456982048769,"@katienewman043 i was just about to tweet 'but its okay because i assume too fast as well' ☺️☺️☺️",laurennnwright
396124457859043328,"I'm really confused right now?",ZachBonnell
396124457699254272,"【極微小地震速報 USA NC】 2013/11/1 12:49:09 JST,  震源地 アメリカ合衆国 カリフォルニア ソノマガイザービル  付近,  MD0.6, TNT120g,  深さ7.3km,  http://t.co/kE5m91NtzL",earthquake_all
396124457921966080,"@alex_brewer09 @kaleynewcomb I don't even know what I said but sure",CassiWhitworth
396124457804107776,"I love Dominican men 😍🙌",StayBlessed44
396124457984462848,"@KellyZevEn @cristinarincon5 @fannyaret @trendy_avryl jajajaja ya te la acabaste a la Eve...sis",agon1277
396124457850257409,"@caylaa_bethh @Courtney_Frick @MissEmmaMay matt*",PangTJ
396124458379128832,"Now that's the icing on the cake...cake cake cake cake 👑🎃👻😁🎉🎁 #birthday #halloween #19 @ 40/40 Club http://t.co/a309FRBgMx",AllisonCatala
396124458345177088,"Past my bedtime, work @ 6:30AM ✌️",Lauren_ash93
396124458676936704,"""Everyone is the same fucking three things a fucking luigi a fucking minion or a fucking cowboy ... And then there's a rabbit "" - @Hspillz",RamSosario
396124458378752001,"Drizzy in SA in 12 days. Who's ready?",JGomez52
396124458546495488,"This great family home is located close to shopping, dining, schools, churches and the I17.  The kitchen which opens  http://t.co/phX3FyKA8I",DesertViewRealt
396124458429456384,"Happy Birthday to the most beautiful girl I know ❤️😘😍 http://t.co/z4wcI9j1FP",JeffreyNews
396124459020877824,"@WhereverWriter I'm sure they have plenty of candy to spare. except zuckerberg...what a cheapskate!",heyguey
396124458781380608,"@TrebleGod didn't see they faces lol",dantebarnes
396124459188629505,"It is now officially the best time of the year. #thanksgiving #birthday #Christmas",maddyred17
396124459486420993,"DAMN ITS NOVEMBER 1st DOE 😦",b_tiddaHIZZOO
396124459385368577,"Uggggggh. That game just kinda made me very fucking mad.",monicaaajr
396124459305668609,"【極微小地震速報 USA NC】 2013/11/1 12:49:09 JST,  震源地 アメリカ合衆国 カリフォルニア ソノマガイザービル  付近,  MD0.6, TNT120g,  深さ7.3km,  http://t.co/4AA2MVHEI3",earthquake_all0
396124459759075328,"I never have anyone to text. 😔",FLYGUYKASi
396124459742285824,"@AizadA93 no she has a real life Gretchen wieners with her actuallllly",gillianbonner2
396124459678969856,"@theDmiller12 dang Marie dis is police bitness. I cudda wasted you",wyattanderson7
396124459775438848,"You're hot, doe. #textme",_jadenludwig
396124459922251776,"Im in my feelings now cause of that",JSwigerd
396124460123975680,"When Paul Rudd asks Dr. Loomis to come leave town with them, Doc says ""no"" they just leave 😂😂😂 funny to me",DarkSkipBayless
396124459645427712,"@MatthewBerryTMR Bernard's second half was so much better after my first half sugar overdose.",thepink9975
396124460215832576,"Lonely iscell in bed right now",_iBlondi3Jiaah
396124460425961472,"It's winning week for Miami, Canes pull the upset saturday",SuckaFreeDev
396124460350451712,"Must be nice to be able to go out for Halloween #adultlife",jennsurvive
396124460366852096,"If you have a butt you can get far in life.",HOLLIDAYGOESHAM
396124460379803648,"Just got home, such a chill / fun night ",m4riatweets
396124459767050240,"@Ajeemoneaa__ nfb",KillaLordDee
396124460517826561,"AREA CHECK at 1200 BLOCK OF NE MARKET DR, FAIRVIEW, OR [Fairview Police #PF13000006472] 20:53 #pdx911",pdxsherrifflog
396124460732153856,"wtf",AnnaSangster
396124460605919232,"Happy Halloween everyone.",i7uf
396124461101236224,"HAPPY NEW DAY! November 1st 😁",dykota_hillman
396124461256417280,"Honest Dm ? ❗️ favorite this",__flyygirll
396124461088264192,"Waiting for 12 o'clock like 🕛👀",KINGxKemmy
396124461273202688,"Batgirl and Harley Quinn absolutely deserve some popcorn. We survived the haunted house. @taaashka… http://t.co/DGcLgteBp2",reesewong
396124461218676736,"@Q_Chainzzz happy birthday babbyyy ",Zionn_
396124460815618048,"Yo..y Mi NuEvA pLaYeRa.. http://t.co/sOTxZbKvi7",joaxellsk8
396124461402836993,"“@thatgaal_baad: I donee heard from likee 5 peoplee Kiera fw . Sabria *”uhmmmmm wht that sound like ?",MariYoAddiction
396124462149816321,"Hate wen I'm comfortable Layin down then randomly My remote comes up missing then I gotta get up and look for it",DA_CONS_BACK
396124461495119872,"""I just hailed 6 cabs""",c8creedon
396124462149824512,"اللهم لك الحمد كما ينبغي لجلا وجهك وعظيم سلطانك.  #قطر #السعودية",kalkhelaifi
396124461818081280,"@MikeTheToaster same\m/",SammyGirl0913
396124462380093441,"【微小地震速報 USA CI】 2013/11/1 12:53:14 JST,  震源地 アメリカ合衆国 カリフォルニア インペリアルカリパトリア  付近,  ML1.2, TNT951g,  深さ2.0km,  http://t.co/UNo256PtZ1",earthquake_us
396124462560448515,"Had to drive the rest of the way back home Cassie couldn't even drive her own car 😂",savannnuhh18
396124463005044736,"Wind 0.0 mph ---. Barometer 30.19 in, Rising slowly. Temperature 52.3 °F. Rain today 0.13 in. Humidity 88%",EE_Data
396124463357788160,"OCTOVER",danny4466
396124463235739649,"Seeing an unattractive Ryan Gosling in this movie is so weird. #Larsandtherealgirl",ameliannaire
396124462547865600,"I need this @jackgilinsky @JackJackJohnson http://t.co/iTmtowHFnJ",JEWLS___
396124463563300864,"@PhoenixProduct_ @Mcpegirl15 exactly she's just a yr older #whogivesaflyingfuck",HerosminersYT
396124463650979841,"Nothing's impossible for God! 💯🙏",RCHR14
396124463739060224,"I love to see niggas repping they females, that's respect! S/O to yall!",O_Redd
396124463642603523,"@TaeScrappy yea you ?",Artistic_Gemini
396124463852302336,"【微小地震速報 USA CI】 2013/11/1 12:53:14 JST,  震源地 アメリカ合衆国 カリフォルニア インペリアルカリパトリア  付近,  ML1.2, TNT951g,  深さ2.0km,  http://t.co/DktQtrPpqj",earthquake_all
396124463630004224,"Getting thrown in the jumper because i was so tiny its ight.",BadAssDreahh
396124464272142336,"Because they are the http://t.co/NNIAIMSffw!😍😍😍😍😍",brittanylyn13
396124464330461184,"Sleep",Trey_Tutts
396124464229785602,"TRAFFIC STOP at EB I84 FWY AT / NE 201ST AVE, GRESHAM, OR [Multnomah County Sheriff #PM13000041646] 20:46 #pdx911",pdxsherrifflog
396124464603467776,"@neverabogey603 regardless of anyone's performances this week, the Bengals will still be in first by 1 1/2 games. #Truth",BarryOHouse661
396124464506617856,"Sleeping Naked w/ my favorite cover &gt;",JessThee_Best
396124464028471297,"damn nicki damn http://t.co/rSDybM6axj",BJV212
396124464552767488,"Just a little bit 👌",XavierMitchell_
396124464720535552,"@_MoniqueeMarie listening to music laying wyd",Dezy_Rayy
396124465094209536,"Did I just crank up Marble Floors? No, but I am playing it.",DKP_TribeWDE
396124464905080832,"😳😳😳",espi_olvera
396124464812785665,"@Sabrinabreanne Arrest me?😂",AlecAnderson55
396124464926060544,"“@RatedR4Reno: Happy Halloween from my roommate to you http://t.co/RCYv8GI0yV” 👻",jay_mami
396124465483894784,"#TheGhostOfTheHotel",CristianiTweets
396124465677230080,"Another reason to love #NYC. First ever #Halloween light show from the #empirestatebuilding http://t.co/58fq7Kq6bk",petershankman
396124465525837824,"【微小地震速報 USA CI】 2013/11/1 12:53:14 JST,  震源地 アメリカ合衆国 カリフォルニア インペリアルカリパトリア  付近,  ML1.2, TNT951g,  深さ2.0km,  http://t.co/QMeUVqth1o",earthquake_all0
396124465756930048,"Well now that the powers back I have a long night ahead of me",TheChinaDoll_96
396124465559400448,"@hadillerz I'm inlove with you too sexy",samdacat_
396124466046320640,"I wish I could be a witch then I could cast spells on people that are mean or guys I like.",twags16
396124465043492864,"Saw my babieeees 🎃👻👬👭 http://t.co/WPvRJ363Bw",xocasandra
396124466079887360,"☇ ☃",AlejandraAntun3
396124466037547008,"Happy birthday @_callmeBONNIE #Scorpio 🎊🎊🎊🎉🎉🎉🎊🎉",Tavan_95
396124466071080960,"""Where is Los Angelos? ""LA"" I don't know who needs more help",morganlee0609
396124466154987520,"I only use thongs when their needed Becuase their sooo uncomfortable 😭",fernaaaayy
396124466473758720,"I'm Super dooper tired ! :/",ElaaRose
396124466582798337,"Playing airplane with Ryan 😍✈️🙈",sdimmette22
396124466616360960,"Bawmb",_nayzaa
396124466746359808,"Thotties",TropicalSosa
396124467015200768,"@ayeibkirbs bullshit females got to shave 😖",DOLO_ORTIZ
396124466842841089,"Movies and shit is lame right now",Yazmean_
396124467002220544,"Lol fuck everyone",_ayejayyy
396124467359154176,"Happy Halloween @ Oxford, MS http://t.co/2RVyXm0dX5",bizcarr
396124467237109761,"They're playing Strange Overflow at The Shrine. I prefer the @WeBarbarians cover. Oh how I miss them...",ZoGLOw
396124467333586944,"Kelbdog turns 21 in a week. :O #RunningAway",MarissaLayn
396124467320999936,"@spee_t3 @TheReelJuicyJay I typed spee first but I don't follow you so it didn't come up.. Oops",cfitz2017
396124467614601217,"@Kold91 can do no wrong.",Enuff_Said
396124467484577792,"Off work all weekend 🙌",mydaughterworld
396124467967320064,"And finally, November 🙌 Getting everything ready for Leila this month. Still can't believe she'll be here so soon 😱😍💜 #SOEXCITED #myprincess",kaywa_michelle
396124467992494080,"I didn't know I was lost.....",derekdab18
396124468055404544,"Day one on crutches and I'm over them already.",brit_knee222
396124467945943040,"Only thing to look forward to now is thanksgiving, shopping, Christmas music, and family time",philipmiller21
396124467987886080,"A man should never have this much homework before friday night lights",KingJamesXL
396124468009259008,"@shanicej_xo @prettythuug__  lmao I going to eat bread and water now",ParrisDevon
396124467031592963,"Indian, Marilyn and Bettie Page ❤️💋💄 @velaniemossler @LindseyCatz http://t.co/x1PgieGq2w",alexaraetx
396124468307050497,"Yess is November time is going dumb quick",SESSIINAT
396124468529360897,"She looked good though",_TheGrandPumba
396124468458045440,"Visiting #Garvin, #Oklahoma? Check out this great new app for news, weather, hotels, and food here! http://t.co/3mhBCqNhV0",screamradius
396124468243750912,"@Dom_Mello Cause you're baaaaad!",Kalvin_GhosTz
